id;timestamp;charge;stationRef;vehicleRef
CBI8419234;2019/05/16 9:21:25;1,0;AO12;BZ76ROL87339
KEX0481075;2019/05/16 10:32:20;2,0;EG03;CM15YCB60994
STJ9067811;2019/05/16 11:30:56;13,0;EG01;VL67TFO75321
ZFI8447948;2019/05/16 11:55:48;1,0;OO13;XV40HUQ04740
LGN1386306;2019/05/16 12:14:30;1,0;GF00;WU78BMX13511
YUM2101884;2019/05/16 12:22:50;2,5;KO09;IX01MVL33676
BPW4816417;2019/05/16 14:27:43;1,5;EG12;MU06LHX94338
CHD8655666;2019/05/16 15:10:52;1,5;KO05;TV81MAQ99005
OZJ6523225;2019/05/16 15:34:45;2,8;NE16;NO82BAX82566
PQM2848610;2019/05/16 15:40:22;1,5;NE13;VX68BAR38623
LTZ3404848;2019/05/16 15:59:57;2,5;KO09;RV87TIY76692
AVN7344637;2019/05/16 16:50:21;2,8;OO00;EM54HQI58682
IBM8723596;2019/05/16 17:15:40;1,3;EG04;QU94IGC75528
HRJ9012673;2019/05/16 18:17:02;2,5;EG11;DW44ZOO26361
UKW9320875;2019/05/16 18:21:33;1,0;KO07;FL13UMN92207
NGP7504243;2019/05/16 18:59:18;13,0;AO16;LG64ARC91224
ZNE9708046;2019/05/16 20:50:40;2,8;EG05;TV81MAQ99005
QPY7216171;2019/05/16 20:51:20;2,0;AO05;YL27IFD65117
QQW0548946;2019/05/16 21:14:27;3,1;NE00;NO82BAX82566
ZZH8399014;2019/05/16 21:15:06;2,5;MR00;QO68DIC93032
PRT9004934;2019/05/16 22:22:32;2,8;NE10;NY14GZR94632
DLT0870187;2019/05/16 22:25:09;2,0;MR00;IZ65WAT29135
AJV6055977;2019/05/16 22:40:54;2,8;EG09;IN99SEN20660
MHB2149349;2019/05/16 23:15:07;2,0;AO18;YL27IFD65117
POG4248955;2019/05/16 23:18:21;2,2;KO00;HW75BKT77773
PEH5064290;2019/05/17 0:28:59;1,0;NE07;IA29IQS63679
QPM7179650;2019/05/17 0:42:06;13,0;MR08;HR53SRO94328
GIH6854979;2019/05/17 0:50:52;3,1;NE13;VL67TFO75321
AES9375866;2019/05/17 0:55:07;2,8;MR05;EZ65FLV39493
HYT1569790;2019/05/17 1:11:02;2,8;AO15;MQ65WJJ60020
MRE3103024;2019/05/17 1:11:29;3,1;KO03;NZ35XLQ89678
NXO1550933;2019/05/17 1:22:46;2,5;KO08;IX01MVL33676
QCL8570382;2019/05/17 1:41:46;13,0;AO19;LG64ARC91224
LYS1909956;2019/05/17 2:40:26;2,8;MR01;KF48RSD79865
DOG2209162;2019/05/17 3:02:19;2,8;OO13;AT19HLV57173
XBU2622996;2019/05/17 4:35:26;1,0;NE02;UP28MBM38391
RTH6732287;2019/05/17 4:41:04;2,5;KO03;KB55KTM48860
TWP3445278;2019/05/17 5:03:49;2,8;AO07;WU78BMX13511
QMM8467560;2019/05/17 5:44:10;2,8;AO09;MX39VOS38645
SEX8129770;2019/05/17 6:13:22;2,8;MR00;QN23UHH39091
VEO5289591;2019/05/17 6:48:18;3,1;MR08;NZ35XLQ89678
ZUQ2644890;2019/05/17 7:15:29;2,8;KO00;YH66OKD41942
WJS6189993;2019/05/17 7:30:13;2,5;GF00;MA30QLI76818
WYS2146786;2019/05/17 7:58:09;2,8;OO07;QR03XCJ37459
AYD3683176;2019/05/17 9:08:55;2,5;NE00;JV67MTI17124
JLG1104861;2019/05/17 10:07:14;1,0;NE04;IA29IQS63679
HOY5657979;2019/05/17 10:28:45;2,8;GF00;LM86GYO69819
JWM7189028;2019/05/17 10:35:05;2,5;MR06;XV91YMP27722
XBD2012541;2019/05/17 10:46:03;2,8;AO16;LG64ARC91224
TEG3704869;2019/05/17 11:57:55;1,3;EG06;TE24LCO18661
CSI1580607;2019/05/17 12:04:20;2,5;EG03;XE59BZM26378
MIR8813904;2019/05/17 12:34:59;2,2;KO07;QO77TFN61853
DHQ3603050;2019/05/17 14:21:16;1,3;KO01;WG11QVY31890
BSV7994801;2019/05/17 14:23:31;3,1;AO12;DP11ENT03275
SAO2175433;2019/05/17 14:37:57;2,8;GF00;UF84JOS00561
COS2737230;2019/05/17 14:58:04;2,8;MR03;EZ65FLV39493
LUW2126497;2019/05/17 15:14:12;2,5;KO07;RR73DWB65452
SWD3246713;2019/05/17 15:56:32;2,0;OO08;EE22TMX10817
YNP0400952;2019/05/17 16:06:33;2,8;OO04;BK77KNV91142
RLP6880538;2019/05/17 16:08:56;2,8;AO17;HT62RDI04611
TWD1467293;2019/05/17 16:32:08;2,8;OO02;QR03XCJ37459
OEI1828518;2019/05/17 16:51:14;2,2;KO01;JO50FSF60755
VGP9525065;2019/05/17 16:57:50;1,0;AO05;BZ76ROL87339
YUT1700735;2019/05/17 17:04:13;13,0;AO18;BM25PHF40639
KBB7020534;2019/05/17 17:46:14;2,2;KO08;QO77TFN61853
WNB2891294;2019/05/17 17:53:58;2,5;OO07;VJ92OYV94295
HCZ2253080;2019/05/17 18:19:12;2,8;AO07;HT62RDI04611
QDQ0978127;2019/05/17 18:31:52;13,0;MR06;HR53SRO94328
WEG2525568;2019/05/17 19:29:21;3,1;OO01;QP02SYE47964
CAP7513052;2019/05/17 19:57:23;2,8;AO10;DV04FQL29609
XHT6685298;2019/05/17 22:12:11;2,5;OO13;VJ92OYV94295
MYO2865933;2019/05/17 22:17:11;2,8;AO09;RR73DWB65452
ZAD5596430;2019/05/17 22:55:53;2,8;EG08;TV81MAQ99005
ECU6853607;2019/05/17 23:15:14;1,5;MR08;HA82SCK64299
YYK2821813;2019/05/17 23:27:08;2,0;OO00;EE22TMX10817
PJA5835719;2019/05/17 23:28:47;2,8;AO15;RR73DWB65452
VPZ2546954;2019/05/17 23:41:29;2,8;AO14;JD78PQD35395
YFI9697519;2019/05/18 0:53:07;2,8;GF00;MP14WFM40909
VLW7639119;2019/05/18 1:11:19;2,8;EG06;EC02LZC49528
JQA0814168;2019/05/18 1:50:54;2,8;EG08;IW53OQE31439
RUY6306756;2019/05/18 4:56:14;1,0;NE10;FY47TUN40300
EWY6736798;2019/05/18 6:07:01;2,5;EG08;PF04UCA93312
BDC0817269;2019/05/18 6:41:45;1,5;OO05;VX68BAR38623
JOU7226812;2019/05/18 6:45:38;2,5;KO01;IX01MVL33676
XDG4924734;2019/05/18 7:52:40;2,8;KO02;ED51EWW52190
LFS4409927;2019/05/18 7:57:09;2,5;GF00;BY85QGR11636
ZYV3432636;2019/05/18 8:48:08;2,8;GF00;IO09FGE68100
AXU6448550;2019/05/18 9:22:54;1,0;NE01;IA29IQS63679
SIX7532645;2019/05/18 9:49:49;2,8;GF00;IO09FGE68100
QOL7107706;2019/05/18 10:40:18;1,5;EG05;MU06LHX94338
EPK5945293;2019/05/18 11:12:52;2,8;MR00;KF48RSD79865
RDA7944972;2019/05/18 11:59:18;1,0;OO06;XV40HUQ04740
BQL9875567;2019/05/18 12:27:24;1,0;KO07;FL13UMN92207
DMQ0444048;2019/05/18 13:13:06;2,8;AO11;RR73DWB65452
JQU5071329;2019/05/18 13:24:57;13,0;AO04;BM25PHF40639
YDQ1450437;2019/05/18 15:28:44;2,8;EG09;EC02LZC49528
UTC0986321;2019/05/18 15:57:47;2,8;NE08;ED51EWW52190
XNN9458454;2019/05/18 16:50:08;2,8;GF00;QN12NTR81378
GSI8646243;2019/05/18 16:59:50;2,5;NE03;QN12NTR81378
YTC0470729;2019/05/18 17:13:52;1,5;MR04;HA82SCK64299
BEH9770679;2019/05/18 18:12:32;1,0;OO09;FL13UMN92207
ZGE8327177;2019/05/18 18:31:38;2,8;AO12;MX39VOS38645
PTY3685333;2019/05/18 18:46:38;1,0;OO04;QN12NTR81378
BJH4225065;2019/05/18 19:24:45;2,8;AO10;MX39VOS38645
PUT9808014;2019/05/18 19:30:23;1,5;NE05;VX68BAR38623
TEA5371923;2019/05/18 19:32:18;2,5;EG08;XE59BZM26378
EFX1956266;2019/05/18 19:36:33;2,8;OO11;JF94VYA88954
KQT8895872;2019/05/18 22:13:09;2,8;OO13;AT19HLV57173
LZQ4288136;2019/05/18 22:23:42;2,5;KO07;IX01MVL33676
MBW5072622;2019/05/18 23:04:43;2,8;AO12;RR73DWB65452
JLJ7042447;2019/05/18 23:22:42;2,8;EG00;IN99SEN20660
SOY6660713;2019/05/18 23:38:36;3,1;EG05;VJ92OYV94295
NXD6482532;2019/05/19 0:48:21;3,1;EG08;TZ48CCW54765
EEY7050569;2019/05/19 2:04:04;2,8;OO06;EM54HQI58682
QEP1165534;2019/05/19 2:16:46;1,3;EG08;TE24LCO18661
NUI0958847;2019/05/19 2:25:39;1,5;EG03;MU06LHX94338
INA5474770;2019/05/19 2:46:47;2,8;KO07;YH66OKD41942
UPE1467140;2019/05/19 2:54:07;2,5;NE06;OY94SZK34436
WKP7399379;2019/05/19 4:29:42;2,5;KO09;CR31GMR97972
FYR5658197;2019/05/19 4:36:58;1,5;NE09;BM25PHF40639
CAO3558310;2019/05/19 4:38:53;1,0;NE08;UP28MBM38391
VLR5916812;2019/05/19 4:58:29;1,0;AO18;OC94ASJ72024
FCD6906728;2019/05/19 6:34:42;2,8;NE07;NY14GZR94632
IEW4714120;2019/05/19 9:26:06;1,5;OO03;VL67TFO75321
TCR1631337;2019/05/19 10:45:51;13,0;AO16;LG64ARC91224
NAF1177478;2019/05/19 14:38:14;2,5;MR08;QO68DIC93032
PGA6937749;2019/05/19 14:58:36;2,2;KO02;QO77TFN61853
SXO7421955;2019/05/19 15:28:01;1,0;KO06;WY00MLL63827
DXC1922150;2019/05/19 15:36:47;1,5;NE15;VX68BAR38623
CHK4423232;2019/05/19 15:56:44;2,8;OO12;AT19HLV57173
WEE0453914;2019/05/19 16:23:50;1,5;EG10;MU06LHX94338
BHL0716966;2019/05/19 16:28:41;1,0;AO06;OC94ASJ72024
XYS4442062;2019/05/19 16:58:40;2,8;AO09;SU00RDZ36214
EEC5994583;2019/05/19 17:49:40;2,8;OO07;BK77KNV91142
XZS5424794;2019/05/19 18:15:27;3,1;AO02;DP11ENT03275
LJM4753144;2019/05/19 20:55:06;1,3;NE07;DW44ZOO26361
VQC2768587;2019/05/20 0:54:03;2,8;MR04;QN23UHH39091
RWX3296332;2019/05/20 1:39:25;2,8;AO01;TV81MAQ99005
YPL7153889;2019/05/20 3:55:23;2,8;NE05;IN99SEN20660
ARC4140621;2019/05/20 7:32:34;2,2;KO03;FL13UMN92207
YVM5630343;2019/05/20 9:26:25;2,0;AO13;YL27IFD65117
MFQ0597503;2019/05/20 9:34:53;3,1;EG09;TZ48CCW54765
WAC3227417;2019/05/20 10:22:57;3,1;AO14;DV04FQL29609
XPP8536845;2019/05/20 11:13:40;2,5;EG02;DW44ZOO26361
IXJ3849862;2019/05/20 11:14:08;2,8;OO10;AY38OQF67603
QNZ5177779;2019/05/20 11:45:10;1,5;EG00;CR31GMR97972
LJA1879888;2019/05/20 15:04:52;1,3;EG08;TE24LCO18661
DON2419278;2019/05/20 16:33:11;1,5;KO04;ZY93PCY41868
GFG6241114;2019/05/20 17:12:44;1,5;MR00;HA82SCK64299
HQF0689726;2019/05/20 19:04:10;2,8;AO02;MX39VOS38645
VLL5850954;2019/05/20 19:59:36;1,5;OO03;QR03XCJ37459
MRV1403243;2019/05/20 21:02:48;2,5;OO10;VJ92OYV94295
TQB1713774;2019/05/20 21:29:52;2,8;MR06;HE38BQH01623
ZJX5291580;2019/05/20 21:31:41;2,8;AO11;BZ76ROL87339
RAM9055738;2019/05/20 21:48:57;1,5;KO03;ZY93PCY41868
WGR8121801;2019/05/20 22:00:50;2,8;OO07;JF94VYA88954
MPO6264874;2019/05/20 22:07:50;2,0;OO02;EE22TMX10817
KRK9242308;2019/05/20 22:31:49;2,8;OO09;BK77KNV91142
ZVE7897784;2019/05/20 22:50:45;1,0;OO00;XV40HUQ04740
YJT8174721;2019/05/20 23:28:37;3,1;AO05;DP11ENT03275
IQK7766386;2019/05/20 23:29:35;2,5;OO07;VJ92OYV94295
WUG4382245;2019/05/21 0:11:29;13,0;AO11;LG64ARC91224
SAQ7727905;2019/05/21 0:49:42;2,0;MR08;IZ65WAT29135
DQD9163554;2019/05/21 1:05:50;2,0;OO04;EE22TMX10817
WTW0658355;2019/05/21 1:41:21;1,0;AO16;BZ76ROL87339
XBA5489569;2019/05/21 1:53:07;2,5;KO09;RV87TIY76692
RME4363021;2019/05/21 2:28:32;2,2;NE12;BK77KNV91142
TVF9695771;2019/05/21 2:53:44;2,8;AO02;RR73DWB65452
JVS2732155;2019/05/21 3:19:23;2,8;EG04;EC02LZC49528
TOZ8925906;2019/05/21 4:11:06;2,2;KO09;HW75BKT77773
ZTL8976641;2019/05/21 5:11:01;13,0;AO18;LG64ARC91224
IIM3071490;2019/05/21 5:52:37;2,8;NE13;NY14GZR94632
JMF9622231;2019/05/21 6:08:14;1,0;AO19;BZ76ROL87339
QXN9929873;2019/05/21 6:21:33;1,0;GF00;WU78BMX13511
RLH5708804;2019/05/21 6:35:34;1,0;OO04;XV40HUQ04740
MCK9699884;2019/05/21 7:16:38;2,5;OO05;QX75YWC61835
HFH2731443;2019/05/21 7:36:55;1,5;KO01;RR98KQE80731
EMO2659649;2019/05/21 7:40:22;2,8;EG09;TV81MAQ99005
DZU4973905;2019/05/21 10:02:31;2,8;AO18;YH66OKD41942
IZD0763289;2019/05/21 13:27:19;1,0;KO06;WY00MLL63827
SAY1126233;2019/05/21 13:42:46;2,2;KO08;QO77TFN61853
CSZ4318284;2019/05/21 15:11:58;2,5;GF00;MA30QLI76818
BSL8272351;2019/05/21 15:46:04;1,3;MR04;RR98KQE80731
EGN1187074;2019/05/21 15:56:00;2,0;EG02;RV87TIY76692
JMO1504741;2019/05/21 15:59:29;13,0;AO07;LG64ARC91224
NXL9617191;2019/05/21 16:29:15;2,5;MR08;QO68DIC93032
IHR8895239;2019/05/21 16:58:44;3,1;AO10;DV04FQL29609
KIP4639968;2019/05/21 17:40:48;2,5;NE02;IX01MVL33676
BXX0369283;2019/05/21 17:47:05;2,8;AO02;MX39VOS38645
UTL5066379;2019/05/21 17:50:19;2,8;MR01;EZ65FLV39493
IBX1604538;2019/05/21 17:58:00;2,8;OO10;RK48BOP88344
DUS6516808;2019/05/21 18:04:17;2,2;OO11;CK97FAU13897
LAW8529195;2019/05/21 19:16:48;2,5;GF00;MA30QLI76818
XIL7141137;2019/05/21 19:51:49;2,8;OO09;EM54HQI58682
XDV9727095;2019/05/21 20:06:02;2,8;KO02;QW79CHL42244
BYT5453577;2019/05/21 21:50:56;2,8;KO01;QW79CHL42244
TWD0345858;2019/05/21 22:05:43;2,8;GF00;IO09FGE68100
TAP7195919;2019/05/21 22:19:01;2,8;MR06;UA13YTK28483
GYN2027646;2019/05/21 22:49:34;1,5;NE14;NZ35XLQ89678
ZKQ7609352;2019/05/22 0:11:20;2,0;AO13;YL27IFD65117
QUE3324255;2019/05/22 0:11:49;3,1;GF00;YX66XYW62640
JIX4940283;2019/05/22 1:17:03;1,5;KO01;ZY93PCY41868
CEC8505699;2019/05/22 2:29:39;1,0;NE01;IA29IQS63679
JKH7219566;2019/05/22 3:22:14;2,8;EG11;IN99SEN20660
VKM8762753;2019/05/22 3:53:50;1,0;MR08;BI87HYL81972
IYE3401958;2019/05/22 4:04:42;2,5;KO03;KB55KTM48860
EXS2634906;2019/05/22 4:25:44;2,2;KO01;JO50FSF60755
AJN4712981;2019/05/22 4:31:27;3,1;GF00;PF04UCA93312
GEW2018572;2019/05/22 4:38:36;2,8;OO00;AY38OQF67603
UFG2444595;2019/05/22 5:01:50;3,1;MR00;QH15HWX24570
TAZ2570843;2019/05/22 5:26:32;1,0;NE13;MP14WFM40909
ODE3070942;2019/05/22 6:17:01;2,8;MR08;EZ65FLV39493
PXB1825003;2019/05/22 6:25:22;2,5;MR04;IW53OQE31439
ZXV8385220;2019/05/22 7:45:41;2,0;NE03;PD45WOT56494
BLP5236033;2019/05/22 8:10:10;2,8;EG03;EC02LZC49528
CMO8184558;2019/05/22 8:41:28;2,5;KO04;RV87TIY76692
KKW0846798;2019/05/22 10:37:55;2,8;MR00;HE38BQH01623
RFS3102063;2019/05/22 11:22:44;2,0;EG02;WG11QVY31890
UJF6720627;2019/05/22 11:53:54;2,8;KO05;UO75YNW62238
ZHK3062053;2019/05/22 12:23:06;2,5;NE01;OY94SZK34436
BNG4580466;2019/05/22 12:25:07;1,3;EG12;TE24LCO18661
TGO2859552;2019/05/22 12:31:59;2,5;GF00;MA30QLI76818
NIV6148279;2019/05/22 14:56:39;2,0;OO11;IC95TLY24827
NNV2317190;2019/05/22 15:26:04;3,1;OO01;LC72NRN52084
AFA9958842;2019/05/22 16:25:11;13,0;MR06;HR53SRO94328
AIF3169355;2019/05/22 16:47:04;3,1;EG09;AT19HLV57173
IWJ0285643;2019/05/22 18:19:54;2,8;AO05;RR73DWB65452
QPE9394355;2019/05/22 19:31:46;2,5;GF00;MA30QLI76818
OKW8798105;2019/05/22 19:44:51;2,5;NE00;OY94SZK34436
EZZ2659484;2019/05/22 19:55:03;2,8;AO07;KW50MJG67260
LSC0821355;2019/05/22 20:09:00;13,0;AO17;LG64ARC91224
AMX6036358;2019/05/22 21:18:20;1,5;MR01;HA82SCK64299
MLF0388682;2019/05/22 21:56:03;2,2;KO02;QO77TFN61853
TGR0220274;2019/05/22 22:08:33;2,8;EG05;IW53OQE31439
BIE8986660;2019/05/22 22:10:07;2,5;OO07;VJ92OYV94295
CFW7010426;2019/05/22 22:16:32;2,8;AO01;HT62RDI04611
FFD8893235;2019/05/22 22:46:15;2,8;OO04;RK48BOP88344
EQS6350029;2019/05/22 23:11:05;2,8;MR02;QN23UHH39091
FVJ3500276;2019/05/22 23:21:56;2,8;AO15;MX39VOS38645
FHF1445251;2019/05/23 0:12:26;2,8;AO06;RR98KQE80731
VSZ7229888;2019/05/23 0:22:37;1,5;EG04;MU06LHX94338
RBH1998878;2019/05/23 0:41:28;2,2;NE15;LC72NRN52084
SHB0777589;2019/05/23 0:44:44;1,0;AO06;BZ76ROL87339
JFQ0886526;2019/05/23 1:11:59;3,1;OO00;RV87TIY76692
NNQ4442853;2019/05/23 1:17:26;2,5;EG00;XE59BZM26378
YWG3534777;2019/05/23 5:36:42;2,5;KO05;IX01MVL33676
BCJ9268870;2019/05/23 5:56:29;2,5;KO00;RV87TIY76692
AMR2663778;2019/05/23 6:57:45;2,8;MR07;EZ65FLV39493
XRU7060212;2019/05/23 7:04:52;2,0;OO13;IC95TLY24827
GZW5638789;2019/05/23 7:06:34;2,8;KO09;NZ35XLQ89678
WWO4182410;2019/05/23 8:58:54;2,8;EG04;EC02LZC49528
KIA2062194;2019/05/23 9:39:20;2,5;OO01;TE24LCO18661
TVW0661110;2019/05/23 10:00:41;1,5;EG12;MU06LHX94338
BTK4757099;2019/05/23 11:16:00;1,0;NE00;UP28MBM38391
EAJ6633505;2019/05/23 11:47:55;2,5;MR04;QO68DIC93032
TWC3247246;2019/05/23 13:32:27;2,8;AO07;HT62RDI04611
UZX0032396;2019/05/23 14:36:49;3,1;NE16;IZ65WAT29135
OLN4336366;2019/05/23 14:47:35;1,5;NE02;VX68BAR38623
FCE2453656;2019/05/23 15:31:45;3,1;KO08;YL27IFD65117
WYX3953914;2019/05/23 18:56:01;3,1;EG07;TZ48CCW54765
HTB6236621;2019/05/23 19:10:17;2,5;OO00;VJ92OYV94295
JCU0491488;2019/05/23 20:06:01;1,3;KO02;DO24BCW15511
MPI3778360;2019/05/23 20:37:59;3,1;AO03;DV04FQL29609
FGA7691341;2019/05/23 20:48:25;2,5;KO01;KB55KTM48860
RNE8089563;2019/05/23 22:55:06;2,8;KO04;QW79CHL42244
WTC2531668;2019/05/23 23:08:16;2,2;OO12;TZ48CCW54765
DWG4818003;2019/05/24 0:01:24;1,0;KO04;FL13UMN92207
HPD3564837;2019/05/24 2:32:27;2,8;EG01;EC02LZC49528
OOU9652540;2019/05/24 2:57:28;2,0;GF00;XF28DGK65250
YMH1343350;2019/05/24 3:00:48;2,8;AO19;MX39VOS38645
CZC5037924;2019/05/24 3:34:32;1,0;OO12;IX01MVL33676
TJP4272792;2019/05/24 4:02:43;2,8;NE01;NY14GZR94632
KXM0133084;2019/05/24 5:12:04;2,0;OO05;EE22TMX10817
OGA7411863;2019/05/24 5:34:09;1,5;NE13;BZ76ROL87339
NHE7524477;2019/05/24 5:58:55;2,5;EG11;XE59BZM26378
LQO7739713;2019/05/24 7:05:16;2,8;GF00;MP14WFM40909
NTQ3387751;2019/05/24 7:08:33;2,8;GF00;QN12NTR81378
JTW5781015;2019/05/24 8:38:28;2,8;OO02;AT19HLV57173
JGY1211234;2019/05/24 8:50:42;1,5;EG04;JO50FSF60755
QAN2461065;2019/05/24 9:11:26;1,3;NE06;BM25PHF40639
GQV7222474;2019/05/24 10:03:51;1,0;KO06;WY00MLL63827
GWD2710785;2019/05/24 10:17:22;2,8;AO02;EC02LZC49528
DOJ3358062;2019/05/24 10:17:31;3,1;OO02;YH66OKD41942
TRB1680709;2019/05/24 10:31:21;2,2;KO02;HW75BKT77773
UJR5683753;2019/05/24 10:53:59;2,8;MR00;KF48RSD79865
SHN6693142;2019/05/24 11:09:15;2,5;EG07;XE59BZM26378
MSO6912733;2019/05/24 11:25:21;2,5;MR01;QO68DIC93032
ZGB1153583;2019/05/24 12:54:08;2,8;NE16;XF28DGK65250
HJK4531028;2019/05/24 13:04:54;2,8;GF00;UF84JOS00561
IGR1759523;2019/05/24 13:27:49;3,1;GF00;YX66XYW62640
JHY5600276;2019/05/24 13:37:06;1,0;MR08;EV77EDV52985
VYY7834473;2019/05/24 14:47:12;2,8;GF00;MP14WFM40909
DCI0214569;2019/05/24 15:28:26;2,8;OO03;EM54HQI58682
HXE0521202;2019/05/24 15:34:46;2,8;EG06;IN99SEN20660
RQO3138345;2019/05/24 16:49:28;2,5;GF00;MA30QLI76818
LOY4029766;2019/05/24 17:57:09;2,8;EG11;EC02LZC49528
MGL5629065;2019/05/24 18:09:12;13,0;EG10;VL67TFO75321
NZT9751760;2019/05/24 18:52:46;1,0;OO00;XV40HUQ04740
DDG5805858;2019/05/24 20:16:42;3,1;AO08;DP11ENT03275
TMG0449750;2019/05/24 21:20:39;2,5;MR05;XV91YMP27722
SFK7777373;2019/05/24 21:43:38;2,5;KO04;KB55KTM48860
VYF2409631;2019/05/24 21:51:30;3,1;NE15;MA30QLI76818
MKA6830864;2019/05/24 22:38:12;2,8;AO16;OY94SZK34436
LUJ9254620;2019/05/25 0:08:46;2,8;AO12;MX39VOS38645
RDP5327412;2019/05/25 1:49:43;2,8;EG10;IN99SEN20660
MGK2810478;2019/05/25 2:35:28;2,8;EG06;EC02LZC49528
ILI9959740;2019/05/25 4:05:04;2,8;OO10;JF94VYA88954
WXB5322785;2019/05/25 4:27:45;1,0;NE13;IA29IQS63679
QAA0707018;2019/05/25 6:15:46;2,2;GF00;KW50MJG67260
ONY0318603;2019/05/25 6:16:31;3,1;OO05;LC72NRN52084
TTZ9051732;2019/05/25 6:27:03;2,5;EG12;XE59BZM26378
EGC2012140;2019/05/25 7:09:58;2,8;MR03;HE38BQH01623
OET0300788;2019/05/25 7:32:47;2,5;EG08;XE59BZM26378
CXP8564637;2019/05/25 7:33:44;2,8;AO16;IX01MVL33676
NTH2824588;2019/05/25 8:26:55;1,3;KO01;DO24BCW15511
NFG7441933;2019/05/25 9:25:58;2,8;GF00;UF84JOS00561
PDA5528625;2019/05/25 10:06:02;2,8;EG00;IW53OQE31439
SHZ3483334;2019/05/25 10:56:39;2,8;NE13;QP02SYE47964
SPE5497788;2019/05/25 12:00:14;2,5;OO01;EN26OAB52983
IZC7161985;2019/05/25 12:03:37;2,2;GF00;KW50MJG67260
ECC7785021;2019/05/25 13:29:42;3,1;MR03;QH15HWX24570
WMF0455285;2019/05/25 13:30:32;2,8;OO01;AY38OQF67603
YTG8056770;2019/05/25 13:42:28;2,8;KO07;ED51EWW52190
GNT3282417;2019/05/25 13:54:12;13,0;AO13;BM25PHF40639
DWR7353718;2019/05/25 13:54:29;13,0;AO19;BM25PHF40639
WIA5306412;2019/05/25 16:48:58;1,0;GF00;WU78BMX13511
LVA3329699;2019/05/25 18:06:04;2,8;OO01;JF94VYA88954
BJF9509256;2019/05/25 18:20:51;2,5;EG09;XE59BZM26378
RIQ1660514;2019/05/25 19:04:35;2,0;EG09;CM15YCB60994
TZM0685151;2019/05/25 19:27:04;1,5;KO04;MQ65WJJ60020
SXK9526825;2019/05/25 19:38:22;1,5;NE13;NZ35XLQ89678
JWY0618969;2019/05/25 19:40:27;2,8;KO04;ED51EWW52190
BEO6860484;2019/05/25 20:23:55;2,8;OO08;AT19HLV57173
EDV5752979;2019/05/25 21:34:47;1,0;NE12;IA29IQS63679
KPT3277108;2019/05/25 22:05:34;2,5;GF00;CK97FAU13897
ATA5146753;2019/05/25 22:31:42;2,8;OO07;EM54HQI58682
YOF6446058;2019/05/25 22:40:07;2,2;MR08;VX68BAR38623
YGB8502620;2019/05/25 22:52:29;3,1;MR01;QH15HWX24570
BZH1934848;2019/05/25 23:44:56;2,2;MR06;SY96JDQ97089
UYE6825696;2019/05/26 0:45:04;2,8;MR01;HE38BQH01623
ZDX1024376;2019/05/26 2:11:02;2,8;MR02;HE38BQH01623
XPW4576884;2019/05/26 2:46:34;2,5;NE01;JV67MTI17124
RNV7591720;2019/05/26 3:20:31;2,5;EG07;PF04UCA93312
LXX8605275;2019/05/26 4:13:43;2,0;AO14;YL27IFD65117
VXZ6857301;2019/05/26 4:32:16;1,0;GF00;WU78BMX13511
CLR6266589;2019/05/26 5:12:04;1,5;NE06;JE65QJK64802
LQG2917648;2019/05/26 6:07:33;2,8;OO10;QR03XCJ37459
EDG7182468;2019/05/26 6:22:03;2,8;AO14;HT62RDI04611
GJW5649577;2019/05/26 6:29:31;2,8;OO11;EM54HQI58682
SSA8081480;2019/05/26 8:08:41;13,0;GF00;HT62RDI04611
WIJ4008129;2019/05/26 8:40:42;2,8;GF00;CP56DAO45598
INM0657444;2019/05/26 11:08:33;1,5;NE09;NZ35XLQ89678
CWK7333520;2019/05/26 11:34:22;1,0;NE01;EV77EDV52985
ONM3238749;2019/05/26 12:35:37;3,1;NE12;EM54HQI58682
LGP8098189;2019/05/26 12:49:05;1,0;NE07;AY38OQF67603
PQW1080436;2019/05/26 13:33:44;2,8;MR03;HE38BQH01623
UPJ8065628;2019/05/26 14:30:54;2,5;EG12;KW50MJG67260
RWL4654800;2019/05/26 15:51:23;2,8;NE04;QP02SYE47964
EBB4093870;2019/05/26 17:40:47;1,5;EG02;NO82BAX82566
JLJ5155515;2019/05/26 17:49:16;2,8;OO02;EM54HQI58682
RDL4347336;2019/05/26 18:39:29;1,0;NE13;PM58XHX45588
VKZ5150068;2019/05/26 18:42:36;2,5;EG03;DW44ZOO26361
NNK3052075;2019/05/26 19:20:45;2,8;AO16;EN26OAB52983
BTQ2810265;2019/05/26 19:26:28;2,5;KO04;KB55KTM48860
NPB8395098;2019/05/26 19:57:58;2,2;KO03;JO50FSF60755
FOJ5848296;2019/05/26 20:09:44;2,8;GF00;MP14WFM40909
WMU3919808;2019/05/26 21:19:44;2,5;OO13;CM15YCB60994
TLT9027065;2019/05/26 21:58:00;1,5;EG07;MU06LHX94338
DJS2401358;2019/05/27 1:17:08;1,0;EG04;VJ92OYV94295
FXJ7780704;2019/05/27 1:29:54;2,8;NE07;NY14GZR94632
KWT3532857;2019/05/27 2:23:35;2,0;MR08;IZ65WAT29135
QRZ9415109;2019/05/27 2:38:20;2,8;KO07;ED51EWW52190
UBB9632277;2019/05/27 4:53:07;2,8;AO14;CK97FAU13897
UOY8240513;2019/05/27 4:59:31;2,8;OO04;AT19HLV57173
